area_m2,perimeter_m,shape_index,area_log,elongation,nearest_nbr_dist,local_density,density_50m,density_100m,density_250m,density_ratio,nn_dist_std_100m,orientation,orientation_entropy,orientation_coherence,lat,lon,confidence,full_plus_code,cluster_id,category,risk_score
285.70186204559894,69.57784925430659,0.7416191488860413,5.658442867620932,1.1052751974383634,11.714814320496323,3023.943918746011,2801.1269984173578,3023.943918746011,2342.7607623127,1.1956521739130432,6.930160062169338,151.76083894204342,3.5572516411415007,0.3473684210526316,-1.957737850182528,30.14269491648124,0.9287999868392944,6GCG24RV+W34C,2,Planned Residential,4
236.71895680526836,63.13188206161647,0.7463549701552098,5.471089122154944,1.5733785338873236,22.57243402815092,2132.6762374313976,1527.8874536821952,2132.6762374313976,1619.560700903127,0.9433962264150942,10.64719942082356,80.47648704190215,2.0381276809253754,0.5970149253731343,-1.947401908430151,30.13833375443831,0.9287999868392944,6GCG343Q+28PW,2,Planned Residential,4
154.34156546482282,50.14709435175303,0.7712607262404919,5.045626340607922,1.3095740468553982,9.419802016688962,3565.0707252584552,3183.0988618379065,3565.0707252584552,2999.752367396044,1.061120543293718,6.554393943785807,146.71178687388257,2.9134872049057003,0.4732142857142857,-1.956773347705042,30.139689683119467,0.9287999868392944,6GCG24VQ+7VW2,0,Informal/High Risk,8
18.40483271580149,18.378918410603525,0.6847023821783078,2.9655221441087045,2.116400162757864,12.18142636159518,891.2676813146138,1273.2395447351626,891.2676813146138,942.1972631040204,1.351351351351351,15.06210545381249,0.4385783065362073,1.9194126680510328,0.4285714285714285,-1.9636733432759697,30.136662558718687,0.7580999732017517,6GCG24PP+GMM2,1,Stable/Formal Infrastructure,1
41.240115913063,28.1537480334492,0.653818646599445,3.743370383548194,2.384949229885574,10.402912213000128,3978.8735772973832,3947.042588679004,3978.8735772973832,3453.025645321761,1.1430678466076696,6.376736878908743,129.5328417535069,3.2680780584289435,0.376,-1.958146784406248,30.14132439512672,0.7580999732017517,6GCG24RR+PGW3,0,Informal/High Risk,8
115.74628239934914,49.08134225575196,0.6037874097197011,4.760003053638165,2.8530787949768643,9.000656797792963,3883.380611442246,4456.338406573069,3883.380611442246,2347.85372049164,1.8980477223427328,6.498024786589153,81.52457682766942,1.6361849996617486,0.6147540983606558,-1.9464266053078492,30.132950075570506,0.7580999732017517,6GCG343M+C5GV,1,Stable/Formal Infrastructure,1
30.76463790301029,24.59990440313924,0.6388440187998217,3.458353655409397,1.228008725662444,16.27344174536906,2482.817112233567,2801.1269984173578,2482.817112233567,1808.000153523931,1.5492957746478873,8.50206349780612,68.06604522684069,2.593771832708317,0.4743589743589743,-1.9462035495754,30.1295249701338,0.8205999732017517,6GCG343H+GR6X,1,Stable/Formal Infrastructure,1
50.34263617218564,29.82087319113676,0.7113856584457019,3.938521521459896,1.8841020131302488,5.506886801778762,3596.9017138768345,5474.930042361199,3596.9017138768345,1762.1635299134653,3.10693641618497,6.692547550313223,135.1980616877878,3.350831601497624,0.3539823008849557,-1.9646590540494508,30.143138992402,0.8205999732017517,6GCG24PV+47JM,0,Informal/High Risk,8
48.57439275874696,30.140749670309244,0.6719069665995762,3.903474425389781,2.2272588774279938,7.88914322969673,3660.563691113593,4838.310269993618,3660.563691113593,2490.4565495019783,1.9427402862985683,7.358981724770189,84.74083402122761,1.8831047492047344,0.6086956521739131,-1.948112826203536,30.13313885660908,0.8205999732017517,6GCG342M+Q72F,1,Stable/Formal Infrastructure,1
43.93633718744603,26.611820660712517,0.7796228088966262,3.805246758928301,1.1869656311530654,5.294258943998822,2896.619964272495,3819.718634205488,2896.619964272495,1303.797293808807,2.9296875,6.125939027664296,137.23305990518827,2.9520811384440657,0.4175824175824176,-1.9485634918434904,30.14439599389769,0.8205999732017517,6GCG342V+HQCG,1,Stable/Formal Infrastructure,1
89.23007228808066,47.61811815749515,0.4945117920771903,4.5023627671595925,2.41564588546242,10.597465089820703,5538.592019597957,6493.521678149329,5538.592019597957,3621.093265226803,1.793248945147679,5.120302183650114,2.5744292431277245,3.10133136839624,0.4425287356321839,-1.9609502919564008,30.134226756553318,0.8205999732017517,6GCG24QM+JM9V,0,Informal/High Risk,8
91.6141202715264,45.16350342450087,0.5644130313417384,4.52844161676076,3.260186614383927,7.47964248495097,2419.155134996809,2928.450952890874,2419.155134996809,2077.926937007785,1.409313725490196,8.658277761580292,57.81347230780844,3.3281095823414715,0.3289473684210526,-1.9501714867087216,30.127433766400195,0.8205999732017517,6GCG24XG+WXM5,1,Stable/Formal Infrastructure,1
207.2021470129341,62.2087428590313,0.672823675610617,5.338509468389629,1.241623648509589,14.799553924318989,3660.563691113593,2673.8030439438417,3660.563691113593,3687.3017215530313,0.7251381215469613,7.025189283272174,12.0556524315734,3.2993016180136445,0.417391304347826,-1.9597113101943664,30.13287002518361,0.8830999732017517,6GCG24RM+449H,2,Planned Residential,4
72.76661271220406,34.34549684699345,0.7751797450296632,4.300906226967986,1.258265841543279,8.524748692850045,4392.676429336311,7002.817496043394,4392.676429336311,3529.420018005871,1.984126984126984,5.959558102227843,64.14687107553569,3.2750084772968773,0.4057971014492754,-1.9581203488210364,30.1394061913005,0.8830999732017517,6GCG24RQ+QQ25,0,Informal/High Risk,8
194.49932108443213,58.77255675010488,0.707585273661097,5.275556906705488,1.181153682559723,12.049993172922427,2641.9720553254624,3437.746770784939,2641.9720553254624,1405.6564573876196,2.4456521739130435,5.115998518440387,81.05020833148818,3.588322792991634,0.3975903614457831,-1.9596598346890255,30.12525561131369,0.8830999732017517,6GCG24RG+44JJ,2,Planned Residential,4
36.47362993810575,26.071997859673687,0.674279921910651,3.6236374839636007,2.206477473535145,7.094002356746946,1527.8874536821952,1782.5353626292276,1527.8874536821952,1476.9578718927887,1.206896551724138,5.345305662738977,2.975119922811473,3.6735332098491886,0.1875,-1.9602957926081848,30.125092582577352,0.7469000220298767,6GCG24QG+V2P5,1,Stable/Formal Infrastructure,1
